,Company,Operating_System,Model,RAM(GB),Hard Disk(GB),Price(₹),Rating,Total Reviews,Product Links
325,Infinix,Windows 11,Y1 Plus Neo Intel Celeron Quad Core 11th Gen ,8 ,256 ,23990,4.1,327,https://www.flipkart.com/infinix-y1-plus-neo-intel-celeron-quad-core-11th-gen-8-gb-256-gb-ssd-windows-11-home-xl30-thin-light-laptop/p/itmffd2ce7566c10?pid=COMGZ7YCXY6GWEGZ&lid=LSTCOMGZ7YCXY6GWEGZHSF0JY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_34&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGZ7YCXY6GWEGZ.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
326,HP,Windows 11,Ryzen 5 Hexa Core 5500U ,8 ,512 ,44490,4.3,"1,723",https://www.flipkart.com/hp-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15s-eq2144au-thin-light-laptop/p/itm1eb242c8ec463?pid=COMGBH9JDPVGD8BH&lid=LSTCOMGBH9JDPVGD8BHIZPQIL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_35&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGBH9JDPVGD8BH.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
327,Lenovo,Windows 11,IdeaPad 3 Intel Core i3 11th Gen ,8 ,512 ,38990,4.3,"5,242",https://www.flipkart.com/lenovo-ideapad-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-82h803e6in-thin-light-laptop/p/itmd8891a36fdd7c?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_36&otracker=search&otracker1=search&fm=organic&iid=en_mN5hVj6lh1TOezwWZgvZldV%2Ffb15ClKkk505DEB3f6wDw4Yq6EriX9FPENq2V%2BA07KQmd40dV%2Fok5HOA05bfkw%3D%3D&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
328,ASUS,Windows 11,Vivobook S14 OLED Intel EVO H,16 ,512 ,67990,4.4,"1,548",https://www.flipkart.com/asus-vivobook-s14-oled-intel-evo-h-series-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-s3402za-km502ws-thin-light-laptop/p/itmf9337acb97e70?pid=COMGCG2GXGJGEYUW&lid=LSTCOMGCG2GXGJGEYUWI64YYF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGCG2GXGJGEYUW.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
329,MSI,Windows 11,Bravo 15 Ryzen 7 Octa Core 5800H ,16 ,512 ,59990,4.6,46,https://www.flipkart.com/msi-bravo-15-ryzen-7-octa-core-5800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-amd-radeon-rx6500m-144-hz-b5ed-035in-gaming-laptop/p/itmeed218710198b?pid=COMGNY4F2QYD87BE&lid=LSTCOMGNY4F2QYD87BE9H9O25&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGNY4F2QYD87BE.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
330,HP,Windows 11,Pavilion Intel Core i5 12th Gen ,16 ,512 ,65650,4.3,560,https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmf2da8088aa614?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGEG3ZNYZDAYVJ.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
331,Lenovo,Windows 11,IdeaPad Gaming 3 Intel Core i5 12th Gen ,16 ,512 ,72990,4.1,39,https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15iah7-laptop/p/itm904084ca5d8a5?pid=COMGKC6YXBYAVU4F&lid=LSTCOMGKC6YXBYAVU4FRXSNMU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&otracker1=search&fm=organic&iid=en_mN5hVj6lh1TOezwWZgvZldV%2Ffb15ClKkk505DEB3f6yDvvSheaLMzASQNtqeO3ZULuhBwmRLktzmrl%2BEjmQruw%3D%3D&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
332,MSI,Windows 11,Alpha 15 AMD Advantage Edition Ryzen 7 Octa Core 5800H ,8 ,512 ,74990,4.5,542,https://www.flipkart.com/msi-alpha-15-amd-advantage-ryzen-7-octa-core-5800h-8-gb-512-gb-ssd-windows-11-home-8-graphics-amd-radeon-rx-6600m-144-hz-b5eek-235in-gaming-laptop/p/itm32321e9be1e31?pid=COMGGZ234HN7DARE&lid=LSTCOMGGZ234HN7DAREXRH2PL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGGZ234HN7DARE.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
333,HP,Windows 11,Intel Core i5 11th Gen ,8 ,512 ,52990,4.3,464,https://www.flipkart.com/hp-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15s-fr4000tu-thin-light-laptop/p/itm7fbaaf16c90f1?pid=COMGHN4MYVNWWQHG&lid=LSTCOMGHN4MYVNWWQHGPKYJCD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGHN4MYVNWWQHG.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
334,acer,Windows 11,Extensa Core i3 11th Gen ,8 ,512 ,31990,4.1,992,https://www.flipkart.com/acer-extensa-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-ex-215-54-215-54-356v-thin-light-laptop/p/itma0e47f328b15d?pid=COMGGYEBDUJ4PYS9&lid=LSTCOMGGYEBDUJ4PYS9BVFMJ7&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGGYEBDUJ4PYS9.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
335,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i5 11th Gen ,16 ,512 ,54990,4.2,57,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm3a8a423a53c02?pid=COMGKC6Y2KA8HMFT&lid=LSTCOMGKC6Y2KA8HMFTCCRJQM&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=search&otracker1=search&fm=organic&iid=en_mN5hVj6lh1TOezwWZgvZldV%2Ffb15ClKkk505DEB3f6yaPxmtg5gHwl%2Fjn4ofob8uOxLv9ilGQqRPkvvhbqF0qg%3D%3D&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
336,acer,Windows 11,Aspire 3 Core i5 12th Gen ,16 ,512 ,50990,3.4,8,https://www.flipkart.com/acer-aspire-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-a315-59-notebook/p/itm5c933c1a6349b?pid=COMGMNCQ4WJFHAKQ&lid=LSTCOMGMNCQ4WJFHAKQZMVQPS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGMNCQ4WJFHAKQ.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
337,MSI,Windows 11,Core i3 11th Gen ,8 ,512 ,34990,4.3,116,https://www.flipkart.com/msi-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-modern-14-c11m-031in-thin-light-laptop/p/itme0a2ae79e5158?pid=COMGMV6V2AGHSSDM&lid=LSTCOMGMV6V2AGHSSDMORMXTI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGMV6V2AGHSSDM.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
338,Infinix,Windows 11,INBook Y1 Plus Intel Core i3 10th Gen ,8 ,512 ,29990,4.2,536,https://www.flipkart.com/infinix-inbook-y1-plus-intel-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-xl28-thin-light-laptop/p/itmb04a936e16757?pid=COMGMM3HXJC3TYYH&lid=LSTCOMGMM3HXJC3TYYHA4PPBX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&otracker1=search&fm=organic&iid=145ce9e6-6fd1-4504-b8f2-ad69f52b2470.COMGMM3HXJC3TYYH.SEARCH&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
339,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 11th Gen ,8 ,512 ,38790,4.2,774,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQMZ1NAL&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_48&otracker=search&otracker1=search&fm=organic&iid=en_mN5hVj6lh1TOezwWZgvZldV%2Ffb15ClKkk505DEB3f6wuuQkFBuuwpeglkjBxwciet6%2BkRbMegL0%2B57QdhLRp%2FA%3D%3D&ppt=None&ppn=None&ssid=rkpu7wfycw0000001685080450064&qH=c06ea84a1e3dc3c6
340,Lenovo,Windows 11,V15 Ryzen 3 Hexa Core 5300U ,8 ,512 ,,4.2,13,https://www.flipkart.com/lenovo-v15-ryzen-3-hexa-core-5300u-8-gb-512-gb-ssd-windows-11-home-g2-alc-thin-light-laptop/p/itmabc6118cbaed8?pid=COMGZ3SPV5HJS79B&q=laptops&store=6bo%2Fb5g&srno=s_3_49&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGZ3SPV5HJS79B.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
341,Lenovo,Windows 11,IdeaPad Gaming 3 Ryzen 5 Hexa Core 5600H ,8 ,1 ,,4.1,65,https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-5600h-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-gaming3-15ach6d1-laptop/p/itmabd3d828c1ad1?pid=COMGHMH6JRYP56GE&q=laptops&store=6bo%2Fb5g&srno=s_3_50&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGHMH6JRYP56GE.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
342,MSI,Windows 11,Core i5 11th Gen ,16 ,512 ,,4.4,843,https://www.flipkart.com/msi-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-gf63-thin-11sc-1400in-gaming-laptop/p/itme1cd22d7a827c?pid=COMGZ4PN68RBKGFQ&q=laptops&store=6bo%2Fb5g&srno=s_3_51&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGZ4PN68RBKGFQ.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
343,Primebook,,4G Android Based MediaTek MT8788 ,4 ,,,4.1,580,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-64-gb-emmc-storage-prime-os-thin-light-laptop/p/itmecb7e931de990?pid=COMGH2NKYVZCVXAW&q=laptops&store=6bo%2Fb5g&srno=s_3_52&otracker=search&otracker1=search&fm=organic&iid=en_mGCwiCG9yoFQwGYrJyZ8K1QRo5Oc5j6TeB5LL3k88K%2FfFCvUfIRBe397NnWNKM1ptJy3tb%2BFfdIU1ruyfsyImg%3D%3D&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
344,Lenovo,Windows 11,V15 Ryzen 5 Hexa Core 5500U ,8 ,512 ,,4.3,27,https://www.flipkart.com/lenovo-v15-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-g2-alc-thin-light-laptop/p/itm4691535a63daf?pid=COMGZ3SPYQJDEJWQ&q=laptops&store=6bo%2Fb5g&srno=s_3_53&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGZ3SPYQJDEJWQ.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
345,realme,Windows 10,Book(Slim) Intel Evo Core i5 11th Gen ,8 ,512 ,,4.4,"7,599",https://www.flipkart.com/realme-book-slim-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-rmnb1002-thin-light-laptop/p/itmcba3dbb689049?pid=COMG5YDPPTAT3NGH&q=laptops&store=6bo%2Fb5g&srno=s_3_54&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMG5YDPPTAT3NGH.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
346,ASUS,Windows 11,Vivobook 16 (2023) Core i3 13th Gen ,8 ,512 ,,5,4,https://www.flipkart.com/asus-vivobook-16-2023-core-i3-13th-gen-8-gb-512-gb-ssd-windows-11-home-x1605vab-mb322ws-laptop/p/itmb8490c85418c6?pid=COMGZDQJCTDUXGTX&q=laptops&store=6bo%2Fb5g&srno=s_3_55&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGZDQJCTDUXGTX.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
347,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 11th Gen ,8 ,512 ,,4.2,774,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-81x800n2in-thin-light-laptop/p/itmd51064c6f0c1a?pid=COMGBNFUTNYFZRJQ&q=laptops&store=6bo%2Fb5g&srno=s_3_56&otracker=search&otracker1=search&fm=organic&iid=en_mGCwiCG9yoFQwGYrJyZ8K1QRo5Oc5j6TeB5LL3k88K9OoP%2FvUL%2FgdGfyo%2FkDmAlmnNA2SUt%2FE3HLRMw1My5ibg%3D%3D&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
348,HP,Windows 11,15s Intel Core i3 11th Gen ,8 ,1 ,,4.2,260,https://www.flipkart.com/hp-15s-intel-core-i3-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-15s-du3614tu-thin-light-laptop/p/itm03f6f48c6a681?pid=COMGG63HKVTYP5F4&q=laptops&store=6bo%2Fb5g&srno=s_3_57&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGG63HKVTYP5F4.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
349,APPLE,,2023 MacBook Pro M2 Pro ,16 ,512 ,,4.8,4,https://www.flipkart.com/apple-2023-macbook-pro-m2-16-gb-512-gb-ssd-macos-ventura-mphh3hn-a/p/itmd887af4ee5f98?pid=COMGHZGH8YJGNQSV&q=laptops&store=6bo%2Fb5g&srno=s_3_58&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGHZGH8YJGNQSV.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
350,ASUS,Windows 11,Vivobook 15 Core i3 11th Gen ,16 ,512 ,,4.2,"1,944",https://www.flipkart.com/asus-vivobook-15-core-i3-11th-gen-16-gb-512-gb-ssd-windows-11-home-x515ea-ej342ws-thin-light-laptop/p/itmf448b5d5f69e7?pid=COMGZ3MYJ2Z22ZAS&q=laptops&store=6bo%2Fb5g&srno=s_3_59&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGZ3MYJ2Z22ZAS.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
351,Primebook,,4G Android Based MediaTek MT8788 ,4 ,,,4.1,117,https://www.flipkart.com/primebook-4g-android-based-mediatek-mt8788-4-gb-128-gb-emmc-storage-prime-os-thin-light-laptop/p/itm361eee1f998f3?pid=COMGH2NKUSYTW4HN&q=laptops&store=6bo%2Fb5g&srno=s_3_60&otracker=search&otracker1=search&fm=organic&iid=en_mGCwiCG9yoFQwGYrJyZ8K1QRo5Oc5j6TeB5LL3k88K8vC2ysE8rc6uuXRJ3iChxEP4ppjc%2BT%2FeOgjZrIu1PgKA%3D%3D&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
352,Lenovo,Windows 11,IdeaPad 3 Core i3 11th Gen ,8 ,256 ,,4.2,22,https://www.flipkart.com/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-15itl6-laptop/p/itm47e0294678bb0?pid=COMGAGRYXAWSHSRM&q=laptops&store=6bo%2Fb5g&srno=s_3_61&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGAGRYXAWSHSRM.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
353,acer,Windows 11,Predator Helios 16 Core i9 13th Gen ,16 ,1 ,,,,https://www.flipkart.com/acer-predator-helios-16-core-i9-13th-gen-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4070-ph16-71-gaming-laptop/p/itm0216ed5ede7a8?pid=COMGZS9GBHXJEDNV&q=laptops&store=6bo%2Fb5g&srno=s_3_62&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGZS9GBHXJEDNV.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
354,HP,Windows 11,Pavilion Core i7 12th Gen ,16 ,1 ,,4.4,21,https://www.flipkart.com/hp-pavilion-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-14-dv2015tu-thin-light-laptop/p/itma371be6132d97?pid=COMGEG3ZZGWA8XE2&q=laptops&store=6bo%2Fb5g&srno=s_3_63&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGEG3ZZGWA8XE2.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
355,Lenovo,Windows 11,IdeaPad 3 Intel Core i5 12th Gen ,16 ,512 ,,4.2,154,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&q=laptops&store=6bo%2Fb5g&srno=s_3_64&otracker=search&otracker1=search&fm=organic&iid=en_mGCwiCG9yoFQwGYrJyZ8K1QRo5Oc5j6TeB5LL3k88K%2BZYHHiN6hXkpdXPWGW%2B0SsmGQ0RrjwqJcL8eS0oEhVXA%3D%3D&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
356,acer,Windows 11,Aspire Core i3 12th Gen ,8 ,512 ,,4.1,88,https://www.flipkart.com/acer-aspire-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-a315-59-notebook/p/itm2cace051a6951?pid=COMGHR2J9RX2GG2G&q=laptops&store=6bo%2Fb5g&srno=s_3_65&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGHR2J9RX2GG2G.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
357,Lenovo,Windows 11,IdeaPad 3 Ryzen 5 Hexa Core 5500U ,8 ,512 ,,4.3,"1,876",https://www.flipkart.com/lenovo-ideapad-3-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15alc6-thin-light-laptop/p/itm790def6ef6b6f?pid=COMG9VHHF6HVJPP9&q=laptops&store=6bo%2Fb5g&srno=s_3_66&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMG9VHHF6HVJPP9.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
358,Lenovo,Windows 11,Intel Celeron Dual Core ,8 ,256 ,,4.1,"1,185",https://www.flipkart.com/lenovo-intel-celeron-dual-core-8-gb-256-gb-ssd-windows-11-home-81wq00mqin-81wq00nxin-laptop/p/itm2560cd9192f02?pid=COMGDMXVJJB2HGMY&q=laptops&store=6bo%2Fb5g&srno=s_3_67&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGDMXVJJB2HGMY.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
359,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i3 12th Gen ,8 ,512 ,,4,64,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm38f812aa1bff7?pid=COMGGR9S3YGZUHDZ&q=laptops&store=6bo%2Fb5g&srno=s_3_68&otracker=search&otracker1=search&fm=organic&iid=en_mGCwiCG9yoFQwGYrJyZ8K1QRo5Oc5j6TeB5LL3k88K91SxWy5bS3L92MbsPyZIHWRdDYUgLaJOXwGzit8CiEUQ%3D%3D&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
360,Lenovo,Windows 11,IdeaPad Slim 3 Intel Core i5 11th Gen ,16 ,512 ,,4.2,57,https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm3a8a423a53c02?pid=COMGKC6Y2KA8HMFT&q=laptops&store=6bo%2Fb5g&srno=s_3_69&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGKC6Y2KA8HMFT.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
361,acer,Windows 11,Nitro 5 Core i5 12th Gen ,16 ,512 ,,4.2,53,https://www.flipkart.com/acer-nitro-5-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-an515-58-gaming-laptop/p/itm269294e78c2df?pid=COMGD37VQMMFECDJ&q=laptops&store=6bo%2Fb5g&srno=s_3_70&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGD37VQMMFECDJ.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
362,HP,Windows 11,Pavilion (2023) Eyesafe Ryzen 5 Hexa Core 5625U ,16 ,512 ,,4.4,377,https://www.flipkart.com/hp-pavilion-2023-eyesafe-ryzen-5-hexa-core-5625u-16-gb-512-gb-ssd-windows-11-home-14-ec1019au-thin-light-laptop/p/itm4ec1b61477716?pid=COMGDSFCWQY5EFZB&q=laptops&store=6bo%2Fb5g&srno=s_3_71&otracker=search&otracker1=search&fm=organic&iid=e81373a4-23c4-4cb0-938b-a8f8f2f5f2ac.COMGDSFCWQY5EFZB.SEARCH&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
363,Lenovo,Windows 11,IdeaPad 3 Intel Core i5 11th Gen ,8 ,512 ,,4.3,382,https://www.flipkart.com/lenovo-ideapad-3-intel-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-15itl6-thin-light-laptop/p/itm10f8ac508106e?pid=COMGGR9SBTFZCNDU&q=laptops&store=6bo%2Fb5g&srno=s_3_72&otracker=search&otracker1=search&fm=organic&iid=en_mGCwiCG9yoFQwGYrJyZ8K1QRo5Oc5j6TeB5LL3k88K%2BfLTccwfSPQcZcGVpVhSD8sDPEyf4TtdIzbmYEWDKUgA%3D%3D&ppt=None&ppn=None&ssid=rggn3pm3wg0000001685080452494&qH=c06ea84a1e3dc3c6
364,DELL,Windows 11,Core i3 12th Gen ,8 ,512 ,42490,4.1,170,https://www.flipkart.com/dell-core-i3-12th-gen-8-gb-512-gb-ssd-windows-11-home-new-inspiron-15-laptop-thin-light/p/itm0d2411d3b6f45?pid=COMGJ75HCCFJS8AE&lid=LSTCOMGJ75HCCFJS8AERHCORS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_73&otracker=search&otracker1=search&fm=organic&iid=d4e5db6e-8bfc-41df-ad70-3095970bda80.COMGJ75HCCFJS8AE.SEARCH&ppt=None&ppn=None&ssid=6x3o00wj2o0000001685080454409&qH=c06ea84a1e3dc3c6
